date,lon,lat,type,elevation,Barren,Cultivated and Managed Vegetation,Deciduous Broadleaf Trees,Evergreen Broadleaf Trees,Evergreen Deciduous Needleleaf Trees,Herbaceous Vegetation,Mixed-Other Trees,Open Water,Regularly Flooded Vegetation,Shrubs,Snow-Ice,Urban-Built-up,distance_light,night light,distance_water,Temperature,Air_pressure,U_Wind,V_wind,Precipitation,NDVI
2006/7/22,83.93182732,40.8350124,0,945,100,0,0,0,0,0,0,0,0,0,0,0,22023.25094,0,37472.8288,304.9855478,89858.30469,-0.858700957,-1.118798622,4.35E-05,0.065384998
2006/7/22,99.419,36.904,1,3944,0,46,0,0,0,54,0,0,0,0,0,0,57709.66069,0,21805.11869,283.5254865,64260.40681,0.39864684,-0.538468953,0.005017816,0.62283999
2006/7/22,99.492,36.982,1,3477,0,48,0,0,0,52,0,0,0,0,0,0,44158.86999,0,15176.65457,286.1606358,67591.73996,0.075015681,-0.50452183,0.006235676,0.683629981
2006/7/22,108.5721116,22.03184407,0,8,0,80,0,0,0,0,20,0,0,0,0,0,5711.52813,0,12787.49412,302.0850307,99833.7154,0.08479384,1.709745164,0.001512683,0.69146499
2006/7/23,99.818,36.972,1,3204,0,26,0,0,0,74,0,0,0,0,0,0,35780.00158,0,2039.24474,287.0577436,68815.07143,-0.628454617,-0.916746106,0.004672485,0.29603999
2006/7/23,111.012028,29.69746335,0,108,0,48,0,7,0,0,45,0,0,0,0,0,32281.48315,0,12800.18262,300.0294974,95679.82701,-0.09223038,-0.029102206,0.000345606,0.7817
2006/7/23,99.614,36.922,1,3198,0,44,0,0,0,49,0,4,3,0,0,0,44706.54543,0,160.6638453,286.5834874,67955.14174,0.065828093,-0.710697872,0.005004346,0.62902002
2006/7/23,107.8392467,35.59161605,0,1216,0,97,0,0,3,0,0,0,0,0,0,0,21501.83826,0,38920.34208,296.5165275,87333.91964,-0.58100754,0.344827697,0.002669664,0.54318999
2006/7/23,98.753,37.23,1,4242,0,40,0,0,0,60,0,0,0,0,0,0,29950.465,0,55985.51023,282.4997254,63876.54297,0.659277635,-0.321009138,0.004340106,0.39586499
2006/7/23,108.1923205,29.6225832,0,872,0,21,0,3,11,0,42,0,0,24,0,0,40203.84163,0,35730.46608,297.4366499,88363.93527,-0.454646102,0.580763429,0.000727971,0.75553999
2006/7/23,99.583,36.905,1,3418,0,48,0,0,0,52,0,0,0,0,0,0,48146.35055,0,4260.933447,286.5834874,67955.14174,0.065828093,-0.710697872,0.005004346,0.66457002
2006/7/23,109.2551228,31.44971671,0,1636,0,7,22,34,8,0,29,0,0,0,0,0,5728.880818,0,60230.57808,297.0250026,88616.70201,-0.161497882,-0.123687463,0.002539095,0.74878999
2006/7/23,99.975,37.23,1,3194,14,16,0,0,0,25,0,45,0,0,0,0,21116.52818,0,0,286.7919617,69118.9163,-0.705039356,-0.835074829,0.002560595,0.42452998
2006/7/23,115.3050951,29.95654844,0,234,0,19,4,0,5,0,26,0,0,36,0,10,10833.97355,0,3613.831871,302.4015285,98951.51005,-0.572771575,-0.161086832,0.001906716,0.711454981
2006/7/25,98.652,36.586,1,3506,100,0,0,0,0,0,0,0,0,0,0,0,48752.87121,0,36548.65165,284.7280361,64474.59598,0.466831454,-0.31889944,0.000443016,0.167284998
2006/7/25,112.8857755,24.88589829,0,1156,0,19,0,23,20,0,38,0,0,0,0,0,30230.79535,0,21262.18936,296.0980661,89147.49554,0.191106864,0.204755834,0.008693415,0.72257998
2006/7/25,87.98287553,39.71429552,0,900,100,0,0,0,0,0,0,0,0,0,0,0,100034.0152,0,12306.37158,306.3744158,90498.5904,-5.10475564,-2.452454158,1.49E-08,0.053979999
2006/7/25,99.638,36.892,1,3223,16,13,0,0,0,51,0,20,0,0,0,0,47875.63665,0,0,286.3468933,67933.06027,-0.264201479,-0.79230524,0.002082624,0.72684502
2006/7/25,84.50338516,34.9845973,0,4937,78,0,0,0,0,22,0,0,0,0,0,0,346438.2562,0,4577.385877,277.1109445,55482.44085,-0.804330443,-1.902075853,0.000660105,0.107444995
2006/7/25,99.783,36.908,1,3194,0,0,0,0,0,0,0,100,0,0,0,0,44067.84493,0,0,288.3279201,69902.29018,-0.870480742,-0.935669503,0.002338837,-0.3
2006/7/25,89.53111156,45.4025139,0,1107,100,0,0,0,0,0,0,0,0,0,0,0,82570.68739,0,103390.977,297.0887538,88490.62166,1.8984801,-2.002063283,6.50E-05,0.114869995
2006/7/25,99.638,36.944,1,3194,0,10,0,0,0,45,0,45,0,0,0,0,40939.76421,0,0,286.3468933,67933.06027,-0.264201479,-0.79230524,0.002082624,0.62902002
2006/7/25,80.96108818,39.02371944,0,1135,100,0,0,0,0,0,0,0,0,0,0,0,72707.62922,0,159446.7454,306.2612435,87635.38505,-2.951327494,-0.271079319,1.17E-05,0.041595001
2006/7/25,99.879,37.22,1,3196,0,43,0,0,0,57,0,0,0,0,0,0,14134.14442,0,739.208864,286.28622,68757.07366,-0.540451092,-0.967602866,0.001146107,0.510279981
2006/7/26,98.17673913,29.46610664,0,4758,0,42,0,0,3,55,0,0,0,0,0,0,22698.46659,0,26824.81575,280.4016506,58759.33036,-0.197394899,0.314204927,0.003332607,0.405869995
2006/7/26,99.623,36.902,1,3198,19,17,0,0,0,59,0,5,0,0,0,0,47018.12971,0,322.4516903,286.6081543,67903.45871,-0.398733326,-0.75218881,0.001890399,0.72684502
2006/7/26,99.881,37.218,1,3196,0,43,0,0,0,57,0,0,0,0,0,0,14367.34994,0,429.6498655,286.6552734,68726.64732,-0.655590679,-0.998609185,0.000693781,0.510279981
2006/7/26,124.9285424,46.7507064,0,149,40,31,0,0,0,29,0,0,0,0,0,0,401.3592907,2.661552191,2623.240803,293.0779942,99128.86607,0.081151673,0.736626114,0.003562395,0.56016499
2006/7/27,99.624,36.928,1,3194,0,10,0,0,0,45,0,45,0,0,0,0,43548.7789,0,0,286.8116891,67899.96763,-0.551476189,-0.721757863,0.001792213,0.62902002
2006/7/27,101.9581807,29.69667024,0,3800,0,45,0,0,0,55,0,0,0,0,0,0,18327.18225,0,811.0414005,282.49377,65284.07813,-0.254292088,0.069926256,0.002752045,0.381975
2006/7/27,99.624,36.928,1,3194,0,10,0,0,0,45,0,45,0,0,0,0,43548.7789,0,0,286.8116891,67899.96763,-0.551476189,-0.721757863,0.001792213,0.62902002
2006/7/27,116.6362964,25.80829972,0,883,0,4,0,27,33,0,35,0,0,1,0,0,12437.99827,0,16409.19621,297.4384504,93094.39509,-0.827528988,0.217573907,0.010224743,0.714175
2006/7/27,99.828,37.006,1,3204,0,37,0,0,0,63,0,0,0,0,0,0,31438.18465,0,4711.807324,287.5421971,68757.89732,-0.909232446,-0.820530632,0.001331079,0.455275
2006/7/27,109.6933722,35.57914115,0,1284,0,100,0,0,0,0,0,0,0,0,0,0,36806.84321,0,11557.80093,297.0361154,87859.95201,-2.139706646,1.726814662,0.000200512,0.61579502
2006/7/28,99.629,36.921,1,3194,0,0,0,0,0,0,0,100,0,0,0,0,44295.62414,0,0,287.0314985,67919.2567,-0.742019219,-0.726904265,0.00185413,0.62902002
2006/7/28,122.9538313,41.47322419,0,14,0,100,0,0,0,0,0,0,0,0,0,0,2216.916139,0.504676104,19236.33824,297.5556989,100646.0502,0.5260255,3.033683228,0.001160876,0.76136001
2006/7/29,99.734,37.058,1,3478,0,33,0,0,0,49,0,0,0,17,0,0,23117.65833,0,6580.135006,286.543893,68218.94866,-0.772615595,-0.982290081,0.001124209,0.52449502
2006/7/29,121.8488313,44.7811476,0,189,51,18,0,0,0,31,0,0,0,0,0,0,55782.87826,0,6110.044737,298.104854,98219.91741,-0.334797306,0.55989477,0.00124909,0.41535498
2006/7/30,91.7073633,35.38664746,0,4957,0,46,0,0,0,54,0,0,0,0,0,0,205609.4451,0,7890.182201,277.4283578,55729.98884,-2.666774256,-0.932736473,0.00123439,0.21011499
2006/7/30,99.648,36.946,1,3194,0,2,0,0,0,44,0,54,0,0,0,0,40341.32283,0,0,287.1290588,67960.20759,-0.813977633,-0.752660722,0.001891881,0.62902002
2006/7/30,84.90789045,39.74735754,0,1003,100,0,0,0,0,0,0,0,0,0,0,0,153949.3705,0,174049.6693,306.8280378,89025.44643,-3.728795665,-1.780451634,6.39E-09,0.063025
2006/7/30,99.833,36.962,1,3210,0,45,0,0,0,55,0,0,0,0,0,0,37510.34572,0,0,287.8769095,68817.89063,-1.099362356,-0.819018062,0.001275152,0.29603999
2006/7/30,99.637,37.003,1,3205,0,48,0,0,0,52,0,0,0,0,0,0,33237.01602,0,5220.882389,287.2845023,68787.96987,-0.670867622,-0.810951493,0.001658218,0.47653999
2006/7/30,105.3447265,30.17135228,0,411,0,100,0,0,0,0,0,0,0,0,0,0,5828.376001,0,8035.166452,303.3108738,96341.5346,0.180766114,0.54089487,0.000306504,0.71998999
2006/7/30,99.682,37.055,1,3208,0,3,0,0,0,97,0,0,0,0,0,0,24712.13649,0,10632.12738,286.6263777,68238.2009,-0.702165221,-0.859115997,0.001088365,0.52449502
2006/7/30,118.632807,27.23113042,0,400,0,0,0,13,47,0,41,0,0,0,0,0,5433.927954,0,6864.804007,299.9715096,95920.60156,-0.763181431,0.523063404,0.000807935,0.706725
2006/7/31,96.19880564,38.89103616,0,3290,45,0,0,0,0,55,0,0,0,0,0,0,170529.0117,0,66014.0858,287.8014003,68019.1529,0.308169467,-0.789507785,5.98E-05,0.121355005
2006/7/31,99.613,36.924,1,3198,0,44,0,0,0,49,0,4,3,0,0,0,44481.16067,0,154.7222811,286.9254456,67999.82143,-0.723620159,-0.882181606,0.001865909,0.62902002
2006/7/31,88.83817307,40.10411555,0,830,100,0,0,0,0,0,0,0,0,0,0,0,171665.1147,0,79241.886,308.0408848,90934.97433,-4.751988343,-2.421832306,2.13E-09,0.043135001
2006/7/31,99.398,37.177,1,3286,0,29,0,0,0,71,0,0,0,0,0,0,39410.53706,0,16605.24824,285.0391497,68015.56697,-0.109695767,-0.842579062,0.000849656,0.45930498
2006/8/1,99.491,36.726,1,3474,0,39,0,0,0,61,0,0,0,0,0,0,75061.02235,0,28104.46316,286.7165789,66526.70089,-0.92128815,-0.897881525,0.001402309,0.25353999
2006/8/1,122.5614251,42.68027975,0,206,20,69,0,0,0,11,0,0,0,0,0,0,24500.80242,0,4989.638268,298.4203273,98443.33482,0.840021661,3.439087851,0.001644026,0.629804981
2006/8/1,91.24399378,38.90159406,0,3410,94,0,0,0,0,6,0,0,0,0,0,0,98184.75829,0,110850.6082,289.1060224,66646.57924,-0.449700185,-1.935556088,2.57E-07,0.060184998
2006/8/1,99.618,36.886,1,3238,0,44,0,0,0,56,0,0,0,0,0,0,49309.00197,0,1805.778883,286.9783892,68037.19531,-0.601626072,-0.936747947,0.001522242,0.76318501
2006/8/1,99.683,36.92,1,3194,0,0,0,0,0,0,0,100,0,0,0,0,42956.48748,0,0,288.4783456,69298.89621,-0.737315919,-0.91874619,0.001385247,0.334625
2006/8/1,106.9917021,27.81739859,0,833,0,94,0,0,0,0,0,0,0,6,0,0,5331.072274,0,9618.777812,297.0733817,90132.72656,-1.11999808,0.728187254,0.00203308,0.69821001
2006/8/2,98.84812977,39.61435031,0,1417,100,0,0,0,0,0,0,0,0,0,0,0,18385.88347,0,19171.32969,297.8207441,82545.04799,0.042519586,1.016642174,3.06E-06,0.166830005
2006/8/2,99.567,36.908,1,3453,0,19,0,0,0,81,0,0,0,0,0,0,48468.96418,0,5738.721528,287.1929016,68032.94643,-0.557270041,-0.969631847,0.001081477,0.69637002
2006/8/2,88.04693678,37.78917337,0,4181,100,0,0,0,0,0,0,0,0,0,0,0,170608.9631,0,87171.56122,280.8678153,60319.58203,-0.522395832,-0.327455542,0.00048107,0.163644995
2006/8/2,99.644,36.93,1,3194,0,0,0,0,0,0,0,100,0,0,0,0,42604.23657,0,0,287.1929016,68032.94643,-0.557270041,-0.969631847,0.001081477,0.68577002
2006/8/3,96.931,37.312,1,2819,0,0,0,0,0,100,0,0,0,0,0,0,44946.39308,0,282.8321007,294.5743626,71362.09487,-0.610374195,0.063586886,8.97E-06,0.29013501
2006/8/3,106.4666852,30.59056528,0,386,0,65,0,0,0,0,0,0,0,35,0,0,2809.851276,0,1663.068797,303.4260516,95490.26898,-0.91625057,0.615340863,0.000371779,0.67271001
2006/8/4,99.772,36.913,1,3194,0,0,0,0,0,0,0,100,0,0,0,0,43293.93782,0,0,290.1075527,69880.47991,-1.135837283,-0.812445675,0.000623605,-0.3
2006/8/4,108.7688,36.89899855,0,1558,0,48,0,0,0,52,0,0,0,0,0,0,0,5.168604374,31358.40132,294.248836,85602.89621,-0.987047127,2.133053797,0.000875727,0.559229981
2006/8/4,99.657,36.924,1,3194,0,0,0,0,0,0,0,100,0,0,0,0,43027.72406,0,0,289.104841,69184.95982,-0.745640295,-0.836765366,0.000862343,0.68577002
2006/8/4,126.3728,51.76164562,0,282,0,0,0,0,67,0,33,0,0,0,0,0,31182.08015,0,3306.919571,295.3391244,97272.9509,-0.097292372,0.959966362,0.00229651,0.81037998
2006/8/4,93.6,39.192,1,4610,75,0,0,0,0,15,0,0,0,0,10,0,96578.16553,0,47053.7301,282.457149,60750.87333,-0.468436446,-1.82837981,0.000307152,0.059334998
2006/8/4,106.0345342,24.91318293,0,798,0,28,0,20,0,0,44,0,0,9,0,0,25433.11152,0,28679.799,295.4574323,90757.44197,-0.057740143,-0.966369208,0.015025676,0.75528999
2006/8/6,99.633,36.907,1,3194,23,0,0,0,0,50,0,27,0,0,0,0,46022.95835,0,0,287.6799578,67872.27902,-0.576043044,-0.779402912,0.002007902,0.76318501
2006/8/6,118.1844594,33.05673908,0,13,0,100,0,0,0,0,0,0,0,0,0,0,22225.12148,0,4058.863271,301.2147348,100521.1239,-2.831256049,1.679785388,0.002285492,0.76588999
2006/8/6,96.881,37.256,1,2814,0,0,0,0,0,0,0,100,0,0,0,0,51543.63499,0,0,294.5910209,71254.45982,-0.293606605,-0.216323163,0.000301538,0.1474
2006/8/6,122.5857425,48.46609469,0,588,0,0,0,0,20,0,80,0,0,0,0,0,73736.43014,0,66951.28861,295.0777196,92786.82813,0.872859597,0.664375748,0.000372127,0.8036
2006/8/6,87.499,43.918,1,626,0,42,0,0,0,0,0,0,0,0,0,58,0,10.11513329,15651.6798,300.6976972,91751.33594,0.570785591,0.157692296,5.37E-05,0.39776499
2006/8/6,88.01206529,39.3710727,0,820,100,0,0,0,0,0,0,0,0,0,0,0,51335.02111,0,48744.20603,308.0823539,90826.14063,-5.377677628,-2.991446742,-1.49E-08,0.058054999
2006/8/7,99.57,36.936,1,3206,0,48,0,0,0,52,0,0,0,0,0,0,44799.93962,0,4894.823015,287.9834464,67860.32813,-0.720277684,-0.568613742,0.002645117,0.73908999
2006/8/7,120.3168459,42.74922772,0,385,0,34,0,0,0,54,0,0,0,12,0,0,32194.15967,0,14829.35196,300.9994943,95615.61942,1.815401878,3.246818815,0.001351902,0.567204981
2006/8/8,99.624,36.943,1,3194,21,30,0,0,0,38,0,11,0,0,0,0,41578.22576,0,0,287.8640485,67861.11831,-0.67989443,-0.482570027,0.004186347,0.68577002
2006/8/8,116.6926058,32.59509741,0,17,0,73,0,0,0,11,0,16,0,0,0,0,7227.111184,0.392461419,196.3878549,301.199598,100251.6518,-2.32163322,0.473848419,0.002348316,0.706825
2006/8/8,99.667,36.941,1,3194,0,0,0,0,0,0,0,100,0,0,0,0,40462.19988,0,0,289.1182033,69115.43973,-0.858664172,-0.461811342,0.004094175,0.334625
2006/8/8,121.2641978,46.13351601,0,814,0,27,0,0,0,33,22,0,19,0,0,0,28084.62247,0,6885.903238,295.4572274,92712.4442,0.781904868,0.626640192,0.000971787,0.75955498
2006/8/8,99.622,37.082,1,3218,0,14,0,0,0,86,0,0,0,0,0,0,24267.30334,0,15321.3299,287.5741359,68270.98437,-0.604699118,-0.686568443,0.002822769,0.49776001
2006/8/8,116.3794613,33.69967354,0,30,0,55,2,43,0,0,0,0,0,0,0,0,11316.80591,0,27454.3992,300.6606315,100229.6462,-2.176936848,0.695348161,0.003008191,0.825909961
2006/8/8,99.622,37.082,1,3218,0,14,0,0,0,86,0,0,0,0,0,0,24267.30334,0,15321.3299,287.5741359,68270.98437,-0.604699118,-0.686568443,0.002822769,0.49776001
2006/8/8,117.3034046,27.24327886,0,784,0,0,0,15,44,0,41,0,0,0,0,0,19837.94756,0,21618.51717,298.9717146,93660.08817,-0.358706151,0.108114345,0.006170516,0.719725
2006/8/9,99.786,36.968,1,3199,0,48,0,0,0,52,0,0,0,0,0,0,35776.60854,0,3236.605051,288.6002808,68727.29018,-1.313468048,-0.311642046,0.004907523,0.274680005
2006/8/9,117.9495591,43.22188299,0,999,44,24,0,0,0,29,0,0,0,4,0,0,45968.8365,0,54192.37728,296.382237,89351.00223,1.831745948,0.630201178,0.001209012,0.398069995
2006/8/10,99.691,36.962,1,3194,0,0,0,0,0,21,0,79,0,0,0,0,37042.23361,0,0,288.254085,69028.25112,-0.882549354,-0.225487883,0.006728726,0.334625
2006/8/10,102.4768976,36.94235857,0,2299,0,22,0,0,7,59,12,0,0,0,0,0,50434.80233,0,64482.29547,290.2009539,73189.10156,-0.855062945,0.019310176,0.005780678,0.71611001
2006/8/10,99.798,36.874,1,3194,0,0,0,0,0,0,0,100,0,0,0,0,48933.32527,0,0,289.3648769,69847.44531,-1.155167035,-0.21474969,0.006490204,-0.3
2006/8/10,125.7971488,45.91203723,0,157,20,78,0,0,0,2,0,0,0,0,0,0,19850.87218,0,17971.73015,296.9015154,98523.25781,0.221495117,1.710288491,0.002361048,0.70441001
2006/8/10,102.84,38.381,1,1418,10,35,0,0,0,55,0,0,0,0,0,0,42822.97035,0,2459.462177,297.1008083,85061.04018,-0.444859096,-0.756132168,0.001345219,0.29371001
2006/8/10,115.3208586,23.89440655,0,358,0,36,4,0,18,0,35,0,0,8,0,0,19816.65386,0,1058.804058,299.1433803,95763.60491,-0.251037989,0.082690473,0.002300176,0.70671001
2006/8/12,99.758,36.949,1,3194,0,29,0,0,3,56,0,12,0,0,0,0,38229.41598,0,438.7284711,289.3544181,69859.45871,-1.591964688,0.017902344,0.006254918,0.274680005
2006/8/12,116.5675516,43.38986506,0,1252,0,48,0,0,0,52,0,0,0,0,0,0,52686.21589,0,5896.628722,293.4679435,86866.85603,0.866580367,1.665789792,0.002376157,0.48195498
2006/8/12,99.817,36.961,1,3197,0,35,0,0,0,65,0,0,0,0,0,0,37259.58457,0,1010.740385,288.2690953,68759.53571,-1.666759832,-0.018867063,0.005919904,0.274680005
2006/8/12,102.1547127,36.67522622,0,2745,0,48,0,0,0,52,0,0,0,0,0,0,18787.47901,0,49063.19992,289.8987558,71488.84152,-1.122694169,0.141212378,0.002969335,0.51823999
2006/8/12,94.91463401,34.89077428,0,4519,0,42,0,0,0,58,0,0,0,0,0,0,141303.7692,0,42683.57969,281.7357221,59013.90904,-1.595596654,0.064029723,0.001945088,0.54243999
2006/8/12,99.804,36.898,1,3194,0,0,0,0,0,0,0,100,0,0,0,0,45692.31178,0,0,289.3544181,69859.45871,-1.591964688,0.017902344,0.006254918,-0.3
2006/8/13,96.71713948,33.66608539,0,3966,0,45,0,0,0,55,0,0,0,0,0,0,88336.08208,0,14585.23356,281.9944109,59502.14677,-0.497585075,0.33071827,0.002972362,0.63352002
2006/8/13,99.617,36.924,1,3194,0,7,0,0,0,45,0,48,0,0,0,0,44332.72961,0,0,287.3633074,67876.38839,-0.979136756,-0.124344426,0.006809242,0.68577002
2006/8/13,96.936,37.301,1,2819,28,0,0,0,0,48,0,23,1,0,0,0,44516.774,0,0,294.1069031,71269.25446,-0.912282773,0.501232241,0.000194475,0.29013501
2006/8/13,115.203326,44.54159657,0,1034,14,0,0,0,0,86,0,0,0,0,0,0,65926.14827,0,22418.13068,294.1261074,88525.95536,-0.134074398,-0.491569221,0.000836866,0.30696001
2006/8/14,82.00267352,43.83008883,0,868,0,39,0,0,26,30,5,0,0,0,0,0,21074.31953,0,6240.080818,291.6075701,86330.5346,-0.230292405,0.256931041,9.69E-05,0.39603999
2006/8/14,99.638,37.027,1,3212,0,47,0,0,0,53,0,0,0,0,0,0,30106.61698,0,7797.721867,287.4981123,68694.63282,-1.010286008,-0.275397109,0.006923215,0.49776001
2006/8/15,90.38461011,44.01265834,0,975,100,0,0,0,0,0,0,0,0,0,0,0,18315.39725,0,34854.20225,294.6660941,89640.03795,3.269352266,1.85678643,0.000377525,0.134394995
2006/8/15,102.829,38.38,1,1418,33,8,0,0,0,29,0,0,0,30,0,0,43705.61804,0,3664.204202,296.4028669,85067.11049,-0.879748293,0.099722543,0.000896873,0.152690002
2006/8/16,99.62,36.921,1,3194,0,7,0,0,0,45,0,48,0,0,0,0,44615.69997,0,0,287.119206,67940.27902,-1.153012429,-0.392192381,0.007032225,0.68577002
2006/8/16,116.3810064,37.18829105,0,22,0,100,0,0,0,0,0,0,0,0,0,0,3793.910014,0,4579.042693,299.3918282,100348.2958,-1.164431759,-0.738824027,0.002377234,0.73525
2006/8/16,78.97288053,39.23689004,0,1119,100,0,0,0,0,0,0,0,0,0,0,0,86603.56636,0,57510.89141,302.6515459,87972.4375,-0.810093403,-0.499491666,6.71E-05,0.036035001
2006/8/16,87.591,43.659,1,1057,47,0,0,0,0,23,0,31,0,0,0,0,1522.323377,0.847118139,0,292.9760263,87620.20313,0.758727653,-0.350288459,0.000912418,0.329055005
2006/8/17,99.791,36.974,1,3199,0,48,0,0,0,52,0,0,0,0,0,0,35009.893,0,4096.182414,287.3775548,68853.04911,-2.018020153,-0.194653473,0.006672172,0.274680005
2006/8/17,109.0056967,32.51215367,0,674,0,30,0,0,0,14,28,0,0,28,0,0,14752.65916,0,12707.73968,299.0031433,92139.23103,-0.846013648,-0.261456775,0.002108483,0.76908501
2006/8/17,87.6459223,34.1453414,0,5025,51,0,0,0,0,13,8,0,0,28,0,0,210736.202,0,6630.402265,278.5745501,55083.55134,-0.67112221,-0.334719547,0.003370401,0.11375
2006/8/17,99.767,36.931,1,3194,0,0,0,0,0,0,0,100,0,0,0,0,40764.56595,0,0,288.6234218,69957.36719,-1.951597129,-0.100770078,0.007039779,0.274680005
2006/8/17,99.174,35.553,1,4485,6,0,0,0,0,94,0,0,0,0,0,0,89341.35632,0,5645.54156,279.8302656,59265.77232,-0.06238796,-0.576425859,0.003174834,0.280894995
2006/8/17,124.4041983,44.58826312,0,188,0,100,0,0,0,0,0,0,0,0,0,0,11084.54599,0,11624.81191,294.2258868,98720.20759,0.370993137,-0.193162816,9.26E-05,0.699204981
2006/8/18,99.609,36.922,1,3198,0,44,0,0,0,49,0,4,3,0,0,0,44894.04012,0,673.3070287,286.5057024,67999.14063,-1.158675892,-0.218807571,0.006300033,0.68577002
2006/8/18,105.8836835,35.78923061,0,2012,0,48,0,0,0,52,0,0,0,0,0,0,29274.13923,0,6679.414459,291.4073225,80714.27232,-1.3795525,1.311539216,0.003969626,0.458179981
2006/8/18,100.473,36.83,1,3194,0,0,0,0,0,0,0,100,0,0,0,0,46651.51773,0,0,287.7106498,68840.81808,-2.465344565,0.175552513,0.003571151,-0.3
2006/8/18,115.0376725,24.01135279,0,500,0,4,0,54,15,0,27,0,0,0,0,0,20406.71278,0,5828.271945,300.5231018,96968.89175,0.406728591,0.038605835,0.000515246,0.71054502
2006/8/18,99.684,36.942,1,3194,0,0,0,0,0,0,0,100,0,0,0,0,39924.73046,0,0,287.8486372,69264.55915,-1.539392591,-0.113523424,0.006949549,0.334625
2006/8/18,112.314339,41.8685813,0,1686,0,29,0,0,0,71,0,0,0,0,0,0,19667.75768,0,16144.89361,291.3380214,84268.6529,0.748170223,0.670448733,0.001205342,0.26865
2006/8/18,93.18601645,41.77061895,0,1120,100,0,0,0,0,0,0,0,0,0,0,0,37016.40561,0,92034.5667,299.073604,88829.53906,0.676145162,-1.975457413,8.44E-05,0.060275
2006/8/18,99.774,36.936,1,3194,6,0,0,0,0,22,0,72,0,0,0,0,40108.6763,0,0,288.5836443,69968.08371,-1.951689448,0.023312833,0.006633533,0.274680005
2006/8/18,99.781,36.954,1,3198,5,25,0,0,0,70,0,0,0,0,0,0,37665.05307,0,1261.037041,287.2402344,68862.88058,-2.001091208,-0.070791398,0.006316006,0.274680005
